Ident,Site,Year,Month,Replicate,Survey,Acropora spp.,Alcyoniidae,Alveopora spp.,Astreopora spp.,Caulastrea spp.,Coscinarea spp.,Cyphastrea spp.,Dendronephthya spp.,Diploastrea spp.,Echinophyllia spp.,Echinopora spp.,Euphyllia spp.,Favia spp.,Faviidae,Favites spp.,Fungia spp.,Fungiidae,Galaxea spp.,Gardineroseris spp.,Goniastrea spp.,Goniopora spp.,Hard coral,Hydnophora spp.,Isopora spp.,Leptastrea spp.,Leptoria spp.,Leptoseris spp.,Lithophyllon spp.,Lobophyllia spp.,Lobophytum spp.,Merulina spp.,Millepora spp.,Montastrea spp.,Montipora spp.,Mycedium spp.,Octocorals - Soft,Oulophyllia spp.,Oxypora spp.,Pachyseris spp.,Pavona spp.,Pectinia spp.,Platygyra spp.,Plerogyra spp.,Plesiastrea spp.,Pocillopora spp.,Podabacia spp.,Porites spp.,Psammocora spp.,Sarcophyton spp.,Scolymia spp.,Seriatopora spp.,Sinularia spp.,Stylophora spp.,Symphyllia spp.,Tubipora spp.,Turbinaria spp.,allcoral,totalpoints,av.wave,max.wave,dredge days,dredge.pres,bleach.ind,bleach.pres,DHW,dhw.fact,Depth
17_2010_4_T1,17,2010,4,T1,2,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,5,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,81,0,0,0,0,0,0,0,0,1,98,312,0.608991638,0.817245322,0,0,0,0,0,0,8
17_2010_4_T2,17,2010,4,T2,2,12,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,32,0,0,0,0,5,0,0,0,0,58,300,0.608991638,0.817245322,0,0,0,0,0,0,8
17_2010_4_T3,17,2010,4,T3,2,2,0,0,0,0,0,2,0,0,0,0,0,1,0,4,0,0,0,0,3,0,0,4,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,11,0,0,0,0,0,0,0,0,0,34,306,0.608991638,0.817245322,0,0,0,0,0,0,8
17_2010_4_T4,17,2010,4,T4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,37,0,0,0,0,0,0,0,0,0,42,300,0.608991638,0.817245322,0,0,0,0,0,0,8
18_2010_4_T1,18,2010,4,T1,2,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,306,0.238042585,0.36439659,0,0,0,0,0,0,2
18_2010_4_T2,18,2010,4,T2,2,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,306,0.238042585,0.36439659,0,0,0,0,0,0,2
18_2010_4_T3,18,2010,4,T3,2,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,186,306,0.238042585,0.36439659,0,0,0,0,0,0,2
18_2010_4_T4,18,2010,4,T4,2,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,306,0.238042585,0.36439659,0,0,0,0,0,0,2
19_2010_4_T1,19,2010,4,T1,2,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,306,0,0,0,0,0,0,0,0,2
19_2010_4_T2,19,2010,4,T2,2,172,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,179,306,0,0,0,0,0,0,0,0,2
19_2010_4_T3,19,2010,4,T3,2,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,0,0,0,0,136,306,0,0,0,0,0,0,0,0,2
19_2010_4_T4,19,2010,4,T4,2,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203,306,0,0,0,0,0,0,0,0,2
20_2010_4_T1,20,2010,4,T1,2,9,0,0,2,0,0,0,0,0,0,38,0,0,0,3,0,1,42,0,0,1,0,1,0,0,1,0,0,7,0,3,1,0,12,0,0,1,0,1,0,20,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,188,306,0.436155908,0.620349179,0,0,0,0,0,0,5.5
20_2010_4_T2,20,2010,4,T2,2,9,0,0,12,0,0,0,0,0,1,35,0,5,0,6,0,0,31,0,1,0,0,2,0,0,0,0,0,7,0,6,3,0,29,0,0,0,0,2,4,16,2,0,0,1,0,25,0,0,0,0,0,0,0,0,1,198,306,0.436155908,0.620349179,0,0,0,0,0,0,5.5
20_2010_4_T3,20,2010,4,T3,2,7,0,0,8,0,0,0,0,0,0,33,0,0,0,7,0,1,16,0,2,1,0,6,0,0,0,0,0,7,0,5,1,1,22,0,0,0,0,0,0,10,2,0,0,0,0,35,0,0,0,0,0,0,0,0,0,164,306,0.436155908,0.620349179,0,0,0,0,0,0,5.5
20_2010_4_T4,20,2010,4,T4,2,7,0,0,3,0,0,0,0,0,0,36,0,0,0,1,0,0,80,0,0,0,0,4,0,0,0,0,0,3,0,1,0,0,5,0,0,0,0,1,0,10,2,0,0,0,0,44,0,0,0,0,0,0,0,0,0,197,306,0.436155908,0.620349179,0,0,0,0,0,0,5.5
23_2010_4_T1,23,2010,4,T1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,9,0,0,0,0,0,0,0,0,80,306,0.470397438,0.646694664,0,0,0,0,0,0,3
23_2010_4_T2,23,2010,4,T2,2,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,64,306,0.470397438,0.646694664,0,0,0,0,0,0,3
23_2010_4_T3,23,2010,4,T3,2,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,1,0,0,0,1,0,0,0,0,41,0,0,0,0,0,0,0,0,0,53,306,0.470397438,0.646694664,0,0,0,0,0,0,3
23_2010_4_T4,23,2010,4,T4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,5,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,37,0,0,0,0,0,0,0,0,3,53,306,0.470397438,0.646694664,0,0,0,0,0,0,3
26_2010_4_T1,26,2010,4,T1,2,0,0,0,0,0,0,1,0,0,0,136,0,1,0,4,0,1,0,0,1,0,0,8,0,0,0,0,0,2,0,11,7,0,4,0,0,0,0,0,3,2,0,0,0,1,1,10,0,0,0,0,0,0,0,0,0,193,306,0.516779507,0.69739357,0,0,0,0,0,0,3
26_2010_4_T2,26,2010,4,T2,2,0,0,0,0,0,0,0,0,0,0,128,0,0,0,3,0,4,2,0,0,0,0,23,0,0,3,0,0,0,0,1,0,0,3,0,0,0,6,0,2,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,182,306,0.516779507,0.69739357,0,0,0,0,0,0,3
26_2010_4_T3,26,2010,4,T3,2,0,0,0,0,0,0,0,0,0,0,135,0,1,0,0,0,1,2,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,306,0.516779507,0.69739357,0,0,0,0,0,0,3
26_2010_4_T4,26,2010,4,T4,2,0,0,0,0,0,0,2,0,0,0,117,0,0,0,0,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,1,0,0,0,3,0,1,7,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,142,306,0.516779507,0.69739357,0,0,0,0,0,0,3
27_2010_4_T1,27,2010,4,T1,2,5,0,0,0,0,0,6,0,0,0,0,0,1,0,9,0,0,0,0,7,0,0,0,6,0,0,0,0,13,0,1,1,6,0,0,0,0,4,0,3,0,1,0,0,1,0,9,0,0,0,13,0,0,0,0,0,86,306,0.246220622,0.375663543,0,0,0,0,0,0,5.8
27_2010_4_T2,27,2010,4,T2,2,27,0,0,0,1,0,1,0,0,0,0,0,3,0,9,0,1,0,0,5,0,0,1,0,0,0,0,0,5,0,3,2,2,0,0,0,0,0,1,0,0,1,0,0,0,0,6,0,0,0,10,0,0,0,0,0,78,306,0.246220622,0.375663543,0,0,0,0,0,0,5.8
27_2010_4_T3,27,2010,4,T3,2,18,0,0,0,0,0,0,0,0,0,3,0,1,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,13,0,0,0,0,0,61,312,0.246220622,0.375663543,0,0,0,0,0,0,5.8
27_2010_4_T4,27,2010,4,T4,2,16,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,4,0,0,0,1,0,0,1,0,2,0,3,0,1,0,0,0,0,0,0,0,4,0,0,0,1,0,8,0,0,0,12,0,0,0,0,0,56,306,0.246220622,0.375663543,0,0,0,0,0,0,5.8
28_2010_4_T1,28,2010,4,T1,2,57,0,0,5,0,0,0,0,0,1,0,0,0,0,2,0,2,1,0,0,0,0,4,0,0,0,0,0,2,0,0,4,0,119,0,0,0,0,0,0,1,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,205,306,0.436155908,0.620349179,0,0,0,0,0,0,2.5
28_2010_4_T2,28,2010,4,T2,2,30,0,0,3,0,0,0,0,0,0,1,0,0,0,1,0,5,2,0,0,0,0,2,0,0,0,0,0,1,0,0,2,0,145,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,306,0.436155908,0.620349179,0,0,0,0,0,0,2.5
28_2010_4_T3,28,2010,4,T3,2,31,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,116,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,157,306,0.436155908,0.620349179,0,0,0,0,0,0,2.5
28_2010_4_T4,28,2010,4,T4,2,27,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,1,2,0,0,0,0,2,0,0,0,0,1,2,0,0,1,0,106,0,0,0,2,0,0,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,154,312,0.436155908,0.620349179,0,0,0,0,0,0,2.5
29_2010_4_T1,29,2010,4,T1,2,19,0,0,0,0,0,0,0,0,0,70,0,0,0,3,0,4,37,0,0,0,0,7,0,0,0,0,0,1,0,51,0,0,0,0,0,0,9,0,0,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,209,306,0.146220622,0.275663543,0,0,0,0,0,0,3
29_2010_4_T2,29,2010,4,T2,2,9,0,0,0,0,0,0,0,0,0,101,0,0,0,0,0,1,10,0,0,0,0,1,0,0,0,0,0,1,0,26,0,0,0,0,0,0,3,0,0,8,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,164,306,0.146220622,0.275663543,0,0,0,0,0,0,3
29_2010_4_T3,29,2010,4,T3,2,7,0,0,0,0,0,1,0,0,0,65,0,0,0,6,0,1,7,0,1,0,0,3,0,0,0,0,0,0,0,21,0,0,0,0,0,0,4,0,0,4,0,0,0,2,0,3,0,0,0,0,1,0,0,0,0,126,306,0.146220622,0.275663543,0,0,0,0,0,0,3
29_2010_4_T4,29,2010,4,T4,2,29,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,3,14,0,1,0,0,5,0,0,0,0,0,0,0,24,0,1,10,0,0,0,0,1,0,7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,124,306,0.146220622,0.275663543,0,0,0,0,0,0,3
31_2010_4_T1,31,2010,4,T1,2,0,0,0,0,0,0,0,0,0,0,90,0,0,0,7,0,0,45,0,3,0,0,11,0,0,0,0,0,3,0,6,5,1,0,0,0,0,0,0,0,2,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,181,312,0,0,0,0,0,0,0,0,3
31_2010_4_T2,31,2010,4,T2,2,0,0,0,0,0,0,1,0,0,1,27,0,0,0,9,0,2,2,0,8,0,0,20,0,0,0,0,0,4,0,9,6,0,0,0,0,0,0,0,0,7,8,0,0,7,0,4,0,0,0,0,0,0,0,0,1,116,306,0,0,0,0,0,0,0,0,3
31_2010_4_T3,31,2010,4,T3,2,0,0,0,0,0,0,2,0,0,0,4,0,1,0,13,0,0,24,0,11,0,0,16,0,0,0,0,0,5,0,3,9,0,0,0,0,0,0,0,0,2,6,0,0,8,0,8,0,2,0,0,0,0,0,0,1,115,306,0,0,0,0,0,0,0,0,3
31_2010_4_T4,31,2010,4,T4,2,0,0,0,0,0,0,1,0,0,0,2,0,0,0,7,0,1,3,0,2,0,0,16,0,0,0,0,0,1,0,4,10,0,0,0,0,0,0,0,0,2,1,0,0,11,0,4,0,0,0,0,0,0,0,0,0,65,306,0,0,0,0,0,0,0,0,3
8_2011_2_T1,8,2011,2,T1,3,29,0,0,0,0,0,5,0,0,0,2,0,2,0,1,0,0,2,0,4,0,0,0,0,0,0,0,0,6,0,22,0,1,3,0,0,0,1,0,0,0,0,0,0,2,0,28,0,0,0,0,0,0,0,0,0,108,306,0,0,0,0,50.32,0,0,0,4
8_2011_2_T2,8,2011,2,T2,3,73,0,0,0,0,0,3,0,0,0,15,0,2,0,2,0,0,3,0,5,0,0,0,0,0,1,0,0,0,0,9,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,19,0,0,0,0,0,0,0,0,0,141,306,0,0,0,0,50.32,0,0,0,4
8_2011_2_T3,8,2011,2,T3,3,39,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0,0,2,0,14,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,15,1,0,0,0,1,0,25,0,0,0,0,0,0,0,0,0,112,306,0,0,0,0,50.32,0,0,0,4
8_2011_2_T4,8,2011,2,T4,3,30,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,138,0,0,0,0,0,0,0,0,0,186,312,0,0,0,0,50.32,0,0,0,4
16_2011_2_T1,16,2011,2,T1,3,15,0,0,0,0,0,0,0,1,0,0,0,0,1,12,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,8,0,3,0,0,0,0,0,0,0,0,0,0,1,0,48,0,0,0,1,0,0,0,0,0,93,300,0.24,0.4,6.58,1,10.87,1,0,0,8
16_2011_2_T2,16,2011,2,T2,3,18,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,2,0,3,3,0,6,0,0,1,0,5,1,0,0,0,0,33,0,0,0,1,0,0,0,0,1,83,312,0.24,0.4,6.58,1,10.87,1,0,0,8
16_2011_2_T3,16,2011,2,T3,3,44,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,3,6,0,6,0,0,0,0,2,2,3,0,0,0,1,0,58,0,0,0,0,0,0,0,0,0,135,312,0.24,0.4,6.58,1,10.87,1,0,0,8
16_2011_2_T4,16,2011,2,T4,3,12,0,0,1,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,55,0,0,0,2,0,0,0,0,0,79,300,0.24,0.4,6.58,1,10.87,1,0,0,8
17_2011_2_T1,17,2011,2,T1,3,17,0,0,0,0,0,1,0,0,1,0,0,2,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,21,0,1,0,0,0,0,2,1,4,0,0,0,1,0,83,0,0,0,0,0,0,0,0,0,146,300,0.68,0.97,0,0,7.17,1,2.19,1,8
17_2011_2_T2,17,2011,2,T2,3,3,1,0,0,0,0,1,0,0,0,0,0,5,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,66,0,0,0,0,0,1,0,0,0,88,306,0.68,0.97,0,0,7.17,1,2.19,1,8
17_2011_2_T3,17,2011,2,T3,3,18,3,0,0,0,0,1,0,0,0,0,0,2,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,1,1,0,0,0,0,0,0,5,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,77,306,0.68,0.97,0,0,7.17,1,2.19,1,8
17_2011_2_T4,17,2011,2,T4,3,4,0,0,0,0,0,0,0,0,0,0,0,5,0,8,0,1,1,0,1,0,0,8,0,0,0,0,0,0,0,3,5,1,5,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,45,306,0.68,0.97,0,0,7.17,1,2.19,1,8
18_2011_2_T1,18,2011,2,T1,3,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,306,0.244599999,0.4036,8.77,1,26.07,1,0,0,2
18_2011_2_T2,18,2011,2,T2,3,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,318,0.244599999,0.4036,8.77,1,26.07,1,0,0,2
18_2011_2_T3,18,2011,2,T3,3,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219,306,0.244599999,0.4036,8.77,1,26.07,1,0,0,2
18_2011_2_T4,18,2011,2,T4,3,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,206,306,0.244599999,0.4036,8.77,1,26.07,1,0,0,2
19_2011_2_T1,19,2011,2,T1,3,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,154,306,0,0,0,0,24.97,1,2.15,1,2
19_2011_2_T2,19,2011,2,T2,3,141,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,306,0,0,0,0,24.97,1,2.15,1,2
19_2011_2_T3,19,2011,2,T3,3,140,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,2,0,0,0,0,0,0,0,0,3,0,3,0,0,0,1,0,0,0,0,0,153,306,0,0,0,0,24.97,1,2.15,1,2
19_2011_2_T4,19,2011,2,T4,3,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207,306,0,0,0,0,24.97,1,2.15,1,2
20_2011_2_T1,20,2011,2,T1,3,9,0,0,4,0,0,0,0,0,0,40,0,0,0,2,0,0,28,0,2,2,0,4,0,0,1,0,0,7,0,2,2,2,18,0,0,2,0,0,0,14,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,183,300,0.465100002,0.728000001,17.11,1,16.83,1,4.04,2,5.5
20_2011_2_T2,20,2011,2,T2,3,9,0,0,1,0,0,1,0,0,0,33,0,0,0,8,0,3,37,0,0,0,0,3,0,0,0,0,0,3,0,10,4,0,21,0,0,0,6,0,1,12,2,0,0,0,1,20,0,0,0,0,0,0,0,0,0,175,300,0.465100002,0.728000001,17.11,1,16.83,1,4.04,2,5.5
20_2011_2_T3,20,2011,2,T3,3,4,0,1,0,0,0,1,0,0,1,27,0,0,0,7,0,0,23,0,1,0,0,9,0,0,0,0,0,7,0,5,1,0,17,0,0,0,7,0,0,16,0,0,0,0,0,41,0,0,1,0,0,0,1,0,0,170,300,0.465100002,0.728000001,17.11,1,16.83,1,4.04,2,5.5
20_2011_2_T4,20,2011,2,T4,3,5,0,2,0,0,0,0,0,0,0,26,0,0,0,1,0,0,85,0,2,0,0,2,0,0,0,0,0,4,0,2,0,0,3,0,0,0,2,2,0,9,2,0,0,0,0,42,0,0,0,0,0,0,0,0,0,189,300,0.465100002,0.728000001,17.11,1,16.83,1,4.04,2,5.5
23_2011_2_T1,23,2011,2,T1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,72,0,0,0,0,0,0,0,0,0,79,300,0.514399999,0.741599997,0.88,1,47.66,1,4.04,2,3
23_2011_2_T2,23,2011,2,T2,3,5,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,89,300,0.514399999,0.741599997,0.88,1,47.66,1,4.04,2,3
23_2011_2_T3,23,2011,2,T3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,0,0,0,0,0,1,0,2,0,0,0,0,47,0,0,0,0,0,0,0,0,1,61,300,0.514399999,0.741599997,0.88,1,47.66,1,4.04,2,3
23_2011_2_T4,23,2011,2,T4,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,1,48,300,0.514399999,0.741599997,0.88,1,47.66,1,4.04,2,3
26_2011_2_T1,26,2011,2,T1,3,0,0,0,0,0,0,4,0,0,0,108,0,1,0,5,0,2,1,0,2,0,0,11,0,0,0,0,0,3,0,9,8,0,0,0,0,0,0,0,3,10,1,0,0,0,1,7,0,0,0,0,0,1,0,0,0,177,305,0.576799999,0.789200009,0.88,1,44.66,1,4.26,2,3
26_2011_2_T2,26,2011,2,T2,3,0,0,0,0,0,0,2,0,0,0,111,0,0,0,4,0,1,3,0,0,0,0,23,0,0,0,0,0,2,0,6,0,0,6,0,0,0,0,0,2,5,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,171,306,0.576799999,0.789200009,0.88,1,44.66,1,4.26,2,3
26_2011_2_T3,26,2011,2,T3,3,0,0,0,2,0,0,0,0,0,0,124,0,2,0,3,0,1,5,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,150,300,0.576799999,0.789200009,0.88,1,44.66,1,4.26,2,3
26_2011_2_T4,26,2011,2,T4,3,0,0,0,1,0,0,0,0,0,0,116,0,0,0,1,0,1,2,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,132,300,0.576799999,0.789200009,0.88,1,44.66,1,4.26,2,3
27_2011_2_T1,27,2011,2,T1,3,6,0,0,0,0,0,5,0,0,0,0,0,15,0,7,0,1,2,0,13,0,3,0,0,0,0,0,0,16,0,2,6,2,0,0,0,0,3,0,0,2,0,0,0,0,0,3,0,0,0,11,0,0,0,0,0,97,306,0.246220622,0.375663543,8.33,1,13.98,1,0,0,5.8
27_2011_2_T2,27,2011,2,T2,3,29,0,0,0,0,0,1,0,2,0,0,0,10,0,2,0,1,0,0,3,0,1,0,0,0,0,0,0,5,0,6,12,1,1,0,0,0,2,2,2,0,0,0,0,1,0,12,0,0,0,13,0,0,0,0,0,106,306,0.246220622,0.375663543,8.33,1,13.98,1,0,0,5.8
27_2011_2_T3,27,2011,2,T3,3,35,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,2,0,0,1,0,0,1,0,0,5,0,9,3,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,90,306,0.246220622,0.375663543,8.33,1,13.98,1,0,0,5.8
27_2011_2_T4,27,2011,2,T4,3,33,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,17,0,0,0,6,0,0,0,0,0,67,306,0.246220622,0.375663543,8.33,1,13.98,1,0,0,5.8
29_2011_2_T1,29,2011,2,T1,3,24,0,0,0,0,0,0,0,0,0,86,0,0,0,1,0,1,42,0,0,0,0,5,0,0,0,0,0,1,0,43,0,0,0,0,0,0,1,0,0,17,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,222,306,0.146220622,0.275663543,0,0,39.78,1,0,0,3
29_2011_2_T2,29,2011,2,T2,3,9,0,0,0,0,0,0,0,0,0,119,0,0,0,3,0,1,12,0,1,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,14,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,193,300,0.146220622,0.275663543,0,0,39.78,1,0,0,3
29_2011_2_T3,29,2011,2,T3,3,8,3,0,0,0,0,0,0,0,0,103,0,0,0,2,0,1,5,0,0,0,0,1,0,0,0,0,0,1,0,21,0,0,0,0,0,0,7,0,0,8,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,162,306,0.146220622,0.275663543,0,0,39.78,1,0,0,3
29_2011_2_T4,29,2011,2,T4,3,35,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,2,16,0,0,0,0,2,0,0,0,0,0,2,0,20,0,0,1,0,0,0,3,0,0,7,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,127,300,0.146220622,0.275663543,0,0,39.78,1,0,0,3
31_2011_2_T1,31,2011,2,T1,3,2,0,0,0,0,0,0,0,0,0,113,0,2,0,12,0,0,28,0,10,0,0,12,0,0,1,0,0,0,0,7,8,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,199,300,0,0,0,0,48.4,1,4.26,2,3
