Ident,Site,Year,Month,Replicate,Survey,Acropora spp.,Alcyoniidae,Alveopora spp.,Astreopora spp.,Caulastrea spp.,Coscinarea spp.,Cyphastrea spp.,Dendronephthya spp.,Diploastrea spp.,Echinophyllia spp.,Echinopora spp.,Euphyllia spp.,Favia spp.,Faviidae,Favites spp.,Fungia spp.,Fungiidae,Galaxea spp.,Gardineroseris spp.,Goniastrea spp.,Goniopora spp.,Hard coral,Hydnophora spp.,Isopora spp.,Leptastrea spp.,Leptoria spp.,Leptoseris spp.,Lithophyllon spp.,Lobophyllia spp.,Lobophytum spp.,Merulina spp.,Millepora spp.,Montastrea spp.,Montipora spp.,Mycedium spp.,Octocorals - Soft,Oulophyllia spp.,Oxypora spp.,Pachyseris spp.,Pavona spp.,Pectinia spp.,Platygyra spp.,Plerogyra spp.,Plesiastrea spp.,Pocillopora spp.,Podabacia spp.,Porites spp.,Psammocora spp.,Sarcophyton spp.,Scolymia spp.,Seriatopora spp.,Sinularia spp.,Stylophora spp.,Symphyllia spp.,Tubipora spp.,Turbinaria spp.,allcoral,totalpoints,av.wave,max.wave,dredge days,dredge.pres,bleach.ind,bleach.pres,DHW,dhw.fact,Depth
31_2011_2_T2,31,2011,2,T2,3,0,0,0,0,0,0,0,0,0,0,26,0,4,0,7,0,4,6,0,8,1,0,11,0,0,3,0,0,2,0,7,10,0,6,0,0,0,1,0,0,3,5,0,0,16,0,15,0,0,0,0,0,0,0,0,0,135,300,0,0,0,0,48.4,1,4.26,2,3
31_2011_2_T3,31,2011,2,T3,3,2,2,0,0,0,0,0,0,0,1,8,0,0,0,11,0,0,27,0,11,0,0,21,0,0,0,0,0,4,0,4,5,0,1,0,0,0,0,0,2,6,3,0,0,5,0,13,0,0,0,0,0,0,0,0,0,126,300,0,0,0,0,48.4,1,4.26,2,3
31_2011_2_T4,31,2011,2,T4,3,0,0,0,0,0,0,0,0,0,0,7,0,0,0,4,0,1,0,0,4,0,0,18,0,0,0,0,0,4,0,3,14,0,0,0,0,0,0,0,1,2,0,0,0,11,0,8,0,0,0,0,0,0,0,0,0,77,300,0,0,0,0,48.4,1,4.26,2,3
5_2011_5_T1,5,2011,5,T1,4,20,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,15,0,40,0,0,0,1,1,2,0,0,0,0,32,0,0,0,0,0,0,0,0,0,125,300,0,0,0,0,0,0,0,0,3
5_2011_5_T2,5,2011,5,T2,4,21,0,0,0,0,0,2,0,0,1,0,0,0,0,5,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,2,11,0,2,0,55,0,1,0,0,5,2,0,0,0,0,27,0,0,0,0,0,0,0,1,0,139,306,0,0,0,0,0,0,0,0,3
5_2011_5_T3,5,2011,5,T3,4,32,0,1,0,0,0,2,0,0,0,0,0,4,0,6,0,0,16,0,3,0,0,0,0,0,0,0,0,2,0,1,0,0,12,0,26,0,2,0,9,4,0,0,0,0,0,34,0,0,0,0,0,0,0,0,10,164,306,0,0,0,0,0,0,0,0,3
8_2011_5_T1,8,2011,5,T1,4,8,2,0,0,0,0,1,0,0,0,3,0,1,0,3,0,0,1,0,2,1,2,0,0,0,0,0,0,3,0,23,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,26,0,0,0,0,0,0,0,0,0,81,306,0,0,0,0,0,0,0,0,4
8_2011_5_T2,8,2011,5,T2,4,61,0,0,0,0,0,6,0,0,0,13,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,3,0,2,11,0,0,0,0,0,0,2,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,115,306,0,0,0,0,0,0,0,0,4
8_2011_5_T3,8,2011,5,T3,4,17,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,1,0,3,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,79,318,0,0,0,0,0,0,0,0,4
8_2011_5_T4,8,2011,5,T4,4,18,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,115,0,0,0,0,0,0,0,0,0,143,312,0,0,0,0,0,0,0,0,4
11_2011_5_T1,11,2011,5,T1,4,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,2,0,0,0,0,1,0,0,138,0,2,0,1,0,0,0,0,0,162,324,0.74,0.9,0,0,0,0,7.35,3,9
11_2011_5_T2,11,2011,5,T2,4,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,145,0,4,0,1,5,0,0,0,2,172,312,0.74,0.9,0,0,0,0,7.35,3,9
11_2011_5_T3,11,2011,5,T3,4,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,80,0,7,0,0,0,0,0,0,0,133,306,0.74,0.9,0,0,0,0,7.35,3,9
11_2011_5_T4,11,2011,5,T4,4,2,45,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,15,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,26,0,5,0,0,1,0,0,0,0,106,329,0.74,0.9,0,0,0,0,7.35,3,9
12_2011_5_T1,12,2011,5,T1,4,2,15,2,0,0,0,1,0,0,0,1,0,2,0,1,0,0,7,0,2,1,0,3,0,0,0,0,0,11,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,1,1,64,0,0,0,1,0,0,0,0,1,121,306,0.74,0.9,0,0,0,0,7.35,3,9
12_2011_5_T2,12,2011,5,T2,4,2,16,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,9,0,3,1,0,1,0,0,0,0,0,2,0,0,3,3,2,0,0,0,0,0,0,0,3,0,0,0,0,80,0,0,0,0,0,0,0,0,0,127,305,0.74,0.9,0,0,0,0,7.35,3,9
12_2011_5_T3,12,2011,5,T3,4,14,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,69,0,0,0,2,0,0,0,0,1,127,306,0.74,0.9,0,0,0,0,7.35,3,9
12_2011_5_T4,12,2011,5,T4,4,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,2,0,112,0,0,0,0,0,0,0,0,0,141,312,0.74,0.9,0,0,0,0,7.35,3,9
15_2011_5_T1,15,2011,5,T1,4,10,0,0,0,0,1,1,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,0,0,0,0,0,0,0,3,0,0,0,0,79,0,0,0,0,0,0,0,0,0,108,311,0.76,0.95,0,0,0,0,8.22,3,9
15_2011_5_T2,15,2011,5,T2,4,5,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,5,2,0,0,0,0,0,0,2,2,0,0,1,0,77,0,0,0,0,0,0,0,0,1,107,312,0.76,0.95,0,0,0,0,8.22,3,9
15_2011_5_T3,15,2011,5,T3,4,11,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,1,5,0,0,0,0,0,0,0,0,0,0,1,0,59,0,0,0,0,0,0,0,0,1,93,305,0.76,0.95,0,0,0,0,8.22,3,9
16_2011_5_T1,16,2011,5,T1,4,24,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,7,0,6,0,0,0,1,9,0,0,0,0,0,0,0,60,0,0,0,1,0,0,0,0,0,114,306,0.28,0.39,9.23,1,0,0,0,0,8
16_2011_5_T2,16,2011,5,T2,4,12,2,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0,2,0,0,0,0,0,0,5,2,0,0,0,0,43,0,0,0,3,0,0,0,0,0,79,312,0.28,0.39,9.23,1,0,0,0,0,8
16_2011_5_T3,16,2011,5,T3,4,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,7,0,0,0,0,2,2,1,1,0,0,2,0,79,0,0,0,0,0,0,0,0,0,131,294,0.28,0.39,9.23,1,0,0,0,0,8
16_2011_5_T4,16,2011,5,T4,4,9,5,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,5,0,0,0,0,0,0,1,2,0,0,0,0,52,0,0,0,0,0,0,0,0,0,79,306,0.28,0.39,9.23,1,0,0,0,0,8
17_2011_5_T1,17,2011,5,T1,4,26,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,5,26,0,0,0,0,0,0,1,0,8,4,0,0,0,0,68,0,0,0,0,0,0,0,0,0,141,294,0.69,0.87,0,0,0,0,2.19,1,8
17_2011_5_T2,17,2011,5,T2,4,7,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,2,0,1,2,0,0,0,0,0,1,0,0,0,1,0,0,1,0,60,0,0,0,0,0,0,0,0,0,81,282,0.69,0.87,0,0,0,0,2.19,1,8
17_2011_5_T3,17,2011,5,T3,4,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,1,68,301,0.69,0.87,0,0,0,0,2.19,1,8
17_2011_5_T4,17,2011,5,T4,4,3,0,0,0,0,0,1,0,0,0,0,0,3,0,5,0,0,0,0,3,0,0,2,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,9,0,0,0,0,0,0,0,0,0,31,300,0.69,0.87,0,0,0,0,2.19,1,8
18_2011_5_T1,18,2011,5,T1,4,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,288,0.278564357,0.387128713,0.09,1,0,0,0,0,2
18_2011_5_T2,18,2011,5,T2,4,151,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,300,0.278564357,0.387128713,0.09,1,0,0,0,0,2
18_2011_5_T3,18,2011,5,T3,4,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,306,0.278564357,0.387128713,0.09,1,0,0,0,0,2
18_2011_5_T4,18,2011,5,T4,4,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,300,0.278564357,0.387128713,0.09,1,0,0,0,0,2
19_2011_5_T1,19,2011,5,T1,4,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,306,0,0,0,0,0,0,2.15,1,2
19_2011_5_T2,19,2011,5,T2,4,124,9,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,136,306,0,0,0,0,0,0,2.15,1,2
19_2011_5_T3,19,2011,5,T3,4,129,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,140,306,0,0,0,0,0,0,2.15,1,2
19_2011_5_T4,19,2011,5,T4,4,147,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,155,306,0,0,0,0,0,0,2.15,1,2
20_2011_5_T1,20,2011,5,T1,4,4,0,0,0,0,0,2,0,0,0,49,0,1,0,1,0,0,25,0,1,0,0,1,0,0,5,0,0,8,0,2,1,1,17,0,0,0,0,0,0,18,3,0,0,2,0,56,0,0,0,0,0,0,0,0,0,197,306,0.46680693,0.62950495,23.08,1,0,0,5.15,2,5.5
20_2011_5_T2,20,2011,5,T2,4,9,0,0,0,0,0,0,0,0,0,36,0,2,0,8,0,0,30,0,2,0,0,4,0,0,0,0,0,4,0,8,5,2,25,0,0,0,1,2,0,15,4,0,0,0,0,26,0,0,0,0,0,0,0,0,0,183,306,0.46680693,0.62950495,23.08,1,0,0,5.15,2,5.5
20_2011_5_T3,20,2011,5,T3,4,10,0,0,0,0,0,0,0,0,0,16,0,0,0,6,0,1,16,0,1,1,0,5,0,0,0,0,0,8,0,5,0,0,11,0,0,0,5,0,0,17,2,0,0,0,0,40,0,0,0,0,0,0,0,0,0,144,306,0.46680693,0.62950495,23.08,1,0,0,5.15,2,5.5
20_2011_5_T4,20,2011,5,T4,4,10,0,0,0,0,0,0,0,0,0,35,0,0,0,2,0,0,80,0,1,1,0,0,0,0,0,0,0,3,0,1,0,0,5,0,0,0,2,3,0,16,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,199,306,0.46680693,0.62950495,23.08,1,0,0,5.15,2,5.5
23_2011_5_T1,23,2011,5,T1,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,26,13,0,0,0,0,0,0,0,0,46,300,0.473663366,0.630891091,1.54,1,0,0,5.15,2,3
23_2011_5_T2,23,2011,5,T2,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,56,300,0.473663366,0.630891091,1.54,1,0,0,5.15,2,3
23_2011_5_T3,23,2011,5,T3,4,0,1,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,1,0,0,0,0,29,0,0,0,0,0,0,0,0,3,42,300,0.473663366,0.630891091,1.54,1,0,0,5.15,2,3
23_2011_5_T4,23,2011,5,T4,4,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,3,22,300,0.473663366,0.630891091,1.54,1,0,0,5.15,2,3
26_2011_5_T1,26,2011,5,T1,4,0,0,0,0,0,0,1,0,0,0,94,0,0,0,5,0,3,1,0,0,0,0,7,0,0,0,0,0,1,0,17,5,0,0,0,0,0,1,0,6,6,2,0,0,1,0,9,0,0,0,0,0,0,0,0,0,159,306,0.474529703,0.62910891,1.54,1,0,0,5.31,2,3
26_2011_5_T2,26,2011,5,T2,4,0,1,0,0,0,0,0,0,0,0,119,0,0,0,1,0,1,2,0,2,0,0,16,0,0,0,0,0,2,0,7,0,0,0,0,0,0,1,0,3,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,171,306,0.474529703,0.62910891,1.54,1,0,0,5.31,2,3
26_2011_5_T3,26,2011,5,T3,4,0,0,0,0,0,0,0,0,0,0,130,0,1,0,2,0,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,5,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,149,306,0.474529703,0.62910891,1.54,1,0,0,5.31,2,3
26_2011_5_T4,26,2011,5,T4,4,0,0,0,0,0,0,0,0,0,0,118,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,6,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,305,0.474529703,0.62910891,1.54,1,0,0,5.31,2,3
27_2011_5_T1,27,2011,5,T1,4,4,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,6,0,0,3,0,0,0,0,0,13,0,6,8,1,2,0,0,1,9,0,1,4,0,0,0,0,0,14,0,0,0,4,0,0,0,0,3,83,306,0.246220622,0.375663543,7.69,1,0,0,0,0,5.8
27_2011_5_T2,27,2011,5,T2,4,28,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,1,0,0,2,0,0,0,0,0,0,0,0,4,0,0,4,1,1,0,0,0,3,0,1,0,1,0,0,0,0,12,0,0,0,3,0,0,0,0,0,71,300,0.246220622,0.375663543,7.69,1,0,0,0,0,5.8
27_2011_5_T3,27,2011,5,T3,4,24,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,9,0,0,0,0,0,0,0,0,2,0,6,0,1,0,0,0,0,0,0,2,5,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,56,306,0.246220622,0.375663543,7.69,1,0,0,0,0,5.8
27_2011_5_T4,27,2011,5,T4,4,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,1,0,2,0,3,2,1,0,0,0,0,0,0,0,5,0,0,0,2,0,10,0,0,0,1,0,0,0,0,0,52,306,0.246220622,0.375663543,7.69,1,0,0,0,0,5.8
28_2011_5_T1,28,2011,5,T1,4,31,0,0,0,0,0,0,0,0,0,4,0,1,0,4,0,2,1,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,103,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,153,306,0.46680693,0.62950495,16.38,1,0,0,5.15,2,2.5
28_2011_5_T2,28,2011,5,T2,4,31,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,300,0.46680693,0.62950495,16.38,1,0,0,5.15,2,2.5
28_2011_5_T3,28,2011,5,T3,4,35,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,294,0.46680693,0.62950495,16.38,1,0,0,5.15,2,2.5
28_2011_5_T4,28,2011,5,T4,4,23,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,49,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,80,300,0.46680693,0.62950495,16.38,1,0,0,5.15,2,2.5
29_2011_5_T1,29,2011,5,T1,4,10,0,0,0,0,0,0,0,0,0,72,0,0,0,1,0,0,27,0,0,0,0,10,0,0,0,0,0,0,0,26,0,0,3,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,300,0.146220622,0.275663543,0,0,0,0,0,0,3
29_2011_5_T2,29,2011,5,T2,4,9,0,2,0,0,0,0,0,0,0,96,0,0,0,3,0,1,4,0,0,0,0,0,0,0,0,0,0,1,0,23,0,0,1,0,0,0,3,0,0,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,157,306,0.146220622,0.275663543,0,0,0,0,0,0,3
29_2011_5_T3,29,2011,5,T3,4,6,0,0,0,0,0,0,0,0,0,69,0,0,0,2,0,0,6,0,0,0,0,2,0,0,0,0,0,0,0,16,0,0,2,0,0,0,4,0,0,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,118,300,0.146220622,0.275663543,0,0,0,0,0,0,3
29_2011_5_T4,29,2011,5,T4,4,31,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,2,17,0,0,0,0,2,0,0,0,0,0,0,0,17,0,1,0,0,0,0,3,0,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,108,306,0.146220622,0.275663543,0,0,0,0,0,0,3
31_2011_5_T1,31,2011,5,T1,4,0,0,0,0,0,0,0,0,0,0,116,0,0,0,4,0,0,34,0,1,0,0,10,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,7,0,0,0,0,0,0,0,0,0,178,306,0,0,0.34,1,0,0,5.31,2,3
31_2011_5_T2,31,2011,5,T2,4,0,0,0,0,0,0,1,0,0,0,22,0,0,0,9,0,2,2,0,5,1,0,20,0,0,2,0,0,7,0,8,3,1,1,0,0,0,0,0,0,10,15,0,0,8,0,3,0,0,0,0,0,3,0,0,3,126,294,0,0,0.34,1,0,0,5.31,2,3
31_2011_5_T3,31,2011,5,T3,4,0,1,0,0,0,0,1,0,0,0,7,0,4,0,13,0,0,37,0,6,0,0,6,0,0,0,0,0,4,0,3,1,1,0,0,0,0,0,0,0,4,7,0,0,5,0,10,0,0,0,0,0,0,0,0,0,110,306,0,0,0.34,1,0,0,5.31,2,3
31_2011_5_T4,31,2011,5,T4,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,1,0,6,0,0,11,0,0,0,0,0,1,0,2,4,0,0,0,0,0,0,0,1,3,7,0,0,11,0,3,0,0,0,0,0,0,0,0,0,61,300,0,0,0.34,1,0,0,5.31,2,3
5_2011_11_T1,5,2011,11,T1,5,11,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4,4,0,0,0,25,0,0,0,1,0,1,0,0,0,0,22,0,0,0,0,0,0,0,0,0,73,300,0,0,0,0,0,0,0,0,3
5_2011_11_T2,5,2011,11,T2,5,23,0,0,1,0,0,1,0,0,0,0,0,1,0,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,5,0,7,0,29,0,1,0,0,1,1,0,0,0,0,16,0,0,0,0,0,0,0,0,0,93,296,0,0,0,0,0,0,0,0,3
5_2011_11_T3,5,2011,11,T3,5,6,0,0,3,0,0,2,0,0,0,0,0,5,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,4,0,2,4,0,5,0,30,0,1,0,1,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,93,298,0,0,0,0,0,0,0,0,3
8_2011_11_T1,8,2011,11,T1,5,26,0,0,0,0,0,4,0,0,0,2,0,0,2,3,0,0,0,0,1,0,1,0,0,0,0,0,0,3,0,19,0,2,3,0,0,0,0,0,0,3,1,0,0,0,0,15,0,0,0,0,0,0,0,0,0,85,300,0,0,0,0,0,0,0,0,4
8_2011_11_T2,8,2011,11,T2,5,61,0,0,0,0,0,14,0,0,0,4,0,2,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,3,0,1,5,0,0,0,0,0,0,1,0,0,0,1,0,8,0,0,0,0,0,0,0,0,0,106,305,0,0,0,0,0,0,0,0,4
8_2011_11_T3,8,2011,11,T3,5,21,0,0,0,0,0,3,0,0,0,1,0,1,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,1,0,2,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,77,294,0,0,0,0,0,0,0,0,4
8_2011_11_T4,8,2011,11,T4,5,17,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,1,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,84,0,0,0,0,0,0,0,0,0,120,300,0,0,0,0,0,0,0,0,4
11_2011_11_T1,11,2011,11,T1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,6,0,0,1,0,0,1,0,0,0,0,115,0,0,0,2,0,0,0,0,1,136,306,0.72,0.86,0,0,0,0,0,0,9
11_2011_11_T2,11,2011,11,T2,5,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,1,0,0,1,0,145,0,0,0,0,0,0,0,0,0,172,300,0.72,0.86,0,0,0,0,0,0,9
11_2011_11_T3,11,2011,11,T3,5,6,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,13,0,1,0,1,4,0,0,0,0,0,1,0,0,6,0,0,0,21,0,0,0,0,0,0,0,0,2,0,89,0,0,0,1,0,0,0,0,0,149,282,0.72,0.86,0,0,0,0,0,0,9
11_2011_11_T4,11,2011,11,T4,5,3,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,3,0,1,0,0,0,0,22,0,0,0,0,0,0,0,0,0,88,300,0.72,0.86,0,0,0,0,0,0,9
12_2011_11_T1,12,2011,11,T1,5,1,0,0,0,0,0,2,0,0,0,0,0,2,0,3,0,0,1,0,0,0,0,4,0,0,0,0,0,8,0,0,0,1,1,0,8,0,0,1,2,0,1,0,0,0,0,68,0,0,0,1,0,0,0,0,1,105,306,0.72,0.86,0,0,0,0,0,0,9
12_2011_11_T2,12,2011,11,T2,5,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,16,0,2,0,2,0,0,0,0,0,0,5,0,1,7,0,0,0,12,0,0,0,0,0,1,0,0,0,0,80,0,0,0,2,0,0,0,0,0,134,306,0.72,0.86,0,0,0,0,0,0,9
12_2011_11_T3,12,2011,11,T3,5,10,0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,11,0,0,0,0,2,0,0,0,0,0,1,0,0,4,1,0,0,8,0,0,0,1,0,0,0,0,0,0,69,0,0,0,1,0,1,0,0,0,114,300,0.72,0.86,0,0,0,0,0,0,9
12_2011_11_T4,12,2011,11,T4,5,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,1,0,95,0,0,0,0,0,0,0,0,0,121,306,0.72,0.86,0,0,0,0,0,0,9
15_2011_11_T1,15,2011,11,T1,5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,74,0,0,0,0,0,0,1,0,0,99,312,0.65,0.84,0,0,0,0,0,0,9
15_2011_11_T2,15,2011,11,T2,5,8,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,1,0,0,0,0,56,0,0,0,0,0,2,1,0,0,80,318,0.65,0.84,0,0,0,0,0,0,9
