"GSI","Species","Sex","year","month.label","month","act.date","date","lunar.date","gwt","swt","rep.id"
16.4032096,"mono","male",3,"Oct",10,23,2003-10-23,28,115.91,706.63,708
8.35088167,"mono","female",3,"Oct",10,23,2003-10-23,28,39.26,470.13,709
15.2728523,"mono","female",3,"Oct",10,23,2003-10-23,28,84.41,552.68,710
17.93821671,"psac5","female",3,"Oct",10,23,2003-10-23,28,15.33,85.46,2201
28.3099157,"psac5","male",3,"Oct",10,23,2003-10-23,28,35.26,124.55,2202
10.83000444,"psac5","female",3,"Oct",10,23,2003-10-23,28,7.32,67.59,2203
26.54340332,"psac5","male",3,"Oct",10,23,2003-10-23,28,33.88,127.64,2204
18.20044491,"psac5","male",3,"Oct",10,23,2003-10-23,28,31.09,170.82,2205
27.72265392,"psac5","male",3,"Oct",10,23,2003-10-23,28,23.19,83.65,2206
17.30380445,"psac5","female",3,"Oct",10,23,2003-10-23,28,18.83,108.82,2207
17.75459847,"psac5","male",3,"Oct",10,23,2003-10-23,28,31.66,178.32,2208
5.682916724,"psac5","female",3,"Oct",10,23,2003-10-23,28,8.23,144.82,2209
19.0945799,"psac5","male",3,"Oct",10,23,2003-10-23,28,24.59,128.78,2210
8.590932509,"psac5","female",3,"Oct",10,23,2003-10-23,28,6.67,77.64,2213
7.93040195,"mono","female",3,"Oct",10,30,2003-10-30,5,44.53,561.51,1601
10.1611938,"mono","male",3,"Oct",10,30,2003-10-30,5,47.53,467.76,1602
8.1915846,"mono","female",3,"Oct",10,30,2003-10-30,5,38.43,469.14,1603
6.12270221,"mono","male",3,"Oct",10,30,2003-10-30,5,34.54,564.13,1604
16.9645787,"mono","male",3,"Oct",10,30,2003-10-30,5,77.54,457.07,1605
16.0958736,"mono","male",3,"Oct",10,30,2003-10-30,5,98.18,609.97,1606
15.1092957,"mono","male",3,"Oct",10,30,2003-10-30,5,81.01,536.16,1607
4.86810999,"mono","female",3,"Oct",10,30,2003-10-30,5,31.3,642.96,1608
12.1804391,"mono","male",3,"Oct",10,30,2003-10-30,5,60.7,498.34,1609
6.43729618,"mono","female",3,"Oct",10,30,2003-10-30,5,33.36,518.23,1611
5.629053178,"psac5","female",3,"Oct",10,30,2003-10-30,6,8.68,154.2,2301
9.242925395,"psac5","male",3,"Oct",10,30,2003-10-30,6,20.12,217.68,2302
3.727134146,"psac5","female",3,"Oct",10,30,2003-10-30,6,4.89,131.2,2303
9.208381839,"psac5","male",3,"Oct",10,30,2003-10-30,6,7.91,85.9,2304
2.552719201,"psac5","female",3,"Oct",10,30,2003-10-30,6,3.68,144.16,2305
6.177248677,"psac5","male",3,"Oct",10,30,2003-10-30,6,4.67,75.6,2306
8.526478438,"psac5","female",3,"Oct",10,30,2003-10-30,6,12.14,142.38,2307
4.846846847,"psac5","male",3,"Oct",10,30,2003-10-30,6,5.38,111,2308
7.44558992,"psac5","female",3,"Oct",10,30,2003-10-30,6,12.35,165.87,2309
7.282855374,"psac5","male",3,"Oct",10,30,2003-10-30,6,7.06,96.94,2310
5.18606801,"mono","female",3,"Nov",11,10,2003-11-10,17,46.56,897.79,2101
8.04832981,"mono","female",3,"Nov",11,10,2003-11-10,17,72.74,903.79,2102
14.2523148,"mono","male",3,"Nov",11,10,2003-11-10,17,123.14,864,2103
13.8369617,"mono","female",3,"Nov",11,10,2003-11-10,17,140.34,1014.24,2104
15.7268896,"mono","female",3,"Nov",11,10,2003-11-10,17,127.63,811.54,2105
10.091722,"mono","male",3,"Nov",11,10,2003-11-10,17,87.69,868.93,2106
6.89014124,"mono","female",3,"Nov",11,10,2003-11-10,17,58.93,855.28,2107
15.0176302,"mono","male",3,"Nov",11,10,2003-11-10,17,91.57,609.75,2108
13.9382006,"mono","male",3,"Nov",11,10,2003-11-10,17,133.79,959.88,2110
10.2470804,"mono","male",3,"Nov",11,10,2003-11-10,17,59.14,577.14,2112
2.626515297,"psac5","female",3,"Nov",11,10,2003-11-10,17,2.73,103.94,2601
7.520228463,"psac5","male",3,"Nov",11,10,2003-11-10,17,4.74,63.03,2602
13.75411478,"psac5","female",3,"Nov",11,10,2003-11-10,17,9.61,69.87,2603
6.647617447,"psac5","male",3,"Nov",11,10,2003-11-10,17,7.91,118.99,2604
4.687362589,"psac5","female",3,"Nov",11,10,2003-11-10,17,5.33,113.71,2605
6.019382947,"psac5","male",3,"Nov",11,10,2003-11-10,17,6.77,112.47,2606
1.975063445,"psac5","female",3,"Nov",11,10,2003-11-10,17,1.79,90.63,2607
9.402505078,"psac5","male",3,"Nov",11,10,2003-11-10,17,11.11,118.16,2608
2.556115437,"psac5","female",3,"Nov",11,10,2003-11-10,17,2.79,109.15,2609
6.922675026,"psac5","male",3,"Nov",11,10,2003-11-10,17,5.3,76.56,2610
11.2242962,"mono","male",3,"Nov",11,17,2003-11-17,24,59.17,527.16,2201
32.9559769,"mono","male",3,"Nov",11,17,2003-11-17,24,198.83,603.32,2202
6.35126474,"mono","male",3,"Nov",11,17,2003-11-17,24,42.61,670.89,2203
7.33769618,"mono","male",3,"Nov",11,17,2003-11-17,24,50.68,690.68,2204
13.6536394,"mono","male",3,"Nov",11,17,2003-11-17,24,71.13,520.96,2205
9.02941985,"mono","female",3,"Nov",11,17,2003-11-17,24,49.26,545.55,2206
8.59144771,"mono","female",3,"Nov",11,17,2003-11-17,24,41.69,485.25,2207
22.2296932,"mono","male",3,"Nov",11,17,2003-11-17,24,135.55,609.77,2208
11.2935323,"mono","female",3,"Nov",11,17,2003-11-17,24,63.56,562.8,2210
10.9409442,"mono","female",3,"Nov",11,17,2003-11-17,24,57.08,521.71,2212
11.98942816,"psac5","female",3,"Nov",11,17,2003-11-17,24,14.97,124.86,2801
12.13287799,"psac5","male",3,"Nov",11,17,2003-11-17,24,19.54,161.05,2802
11.62865146,"psac5","female",3,"Nov",11,17,2003-11-17,24,14.53,124.95,2803
18.6556194,"psac5","male",3,"Nov",11,17,2003-11-17,24,13.96,74.83,2804
4.521151124,"psac5","female",3,"Nov",11,17,2003-11-17,24,5.75,127.18,2805
18.71467191,"psac5","male",3,"Nov",11,17,2003-11-17,24,15.23,81.38,2806
6.911569778,"psac5","female",3,"Nov",11,17,2003-11-17,24,7.3,105.62,2807
18.25825826,"psac5","male",3,"Nov",11,17,2003-11-17,24,18.24,99.9,2808
16.11557939,"psac5","female",3,"Nov",11,17,2003-11-17,24,21.64,134.28,2809
9.805806576,"psac5","female",3,"Nov",11,17,2003-11-17,24,5.1,52.01,2810
6.59567332,"mono","female",3,"Nov",11,24,2003-11-24,1,39.33,596.3,2301
11.9570707,"mono","male",3,"Nov",11,24,2003-11-24,1,66.29,554.4,2302
32.869621,"mono","male",3,"Nov",11,24,2003-11-24,1,245.73,747.59,2303
31.065662,"mono","male",3,"Nov",11,24,2003-11-24,1,158.73,510.95,2304
13.9078462,"mono","male",3,"Nov",11,24,2003-11-24,1,65.62,471.82,2305
13.0367909,"mono","male",3,"Nov",11,24,2003-11-24,1,42.38,325.08,2306
8.69690055,"mono","female",3,"Nov",11,24,2003-11-24,1,57.55,661.73,2307
10.8572734,"mono","male",3,"Nov",11,24,2003-11-24,1,76.04,700.36,2309
12.2373919,"mono","female",3,"Nov",11,24,2003-11-24,1,83.18,679.72,2310
6.75789524,"mono","female",3,"Nov",11,24,2003-11-24,1,56.15,830.88,2313
5.017661444,"psac5","female",3,"Nov",11,24,2003-11-24,1,5.54,110.41,3101
4.93895162,"psac5","male",3,"Nov",11,24,2003-11-24,1,5.38,108.93,3102
13.09096349,"psac5","female",3,"Nov",11,24,2003-11-24,1,8.75,66.84,3103
9.279634627,"psac5","male",3,"Nov",11,24,2003-11-24,1,8.94,96.34,3104
6.231757151,"psac5","female",3,"Nov",11,24,2003-11-24,1,4.27,68.52,3105
7.619808307,"psac5","male",3,"Nov",11,24,2003-11-24,1,4.77,62.6,3106
30.30806932,"psac5","female",3,"Nov",11,24,2003-11-24,1,34.63,114.26,3107
10.67384236,"psac5","male",3,"Nov",11,24,2003-11-24,1,9.52,89.19,3108
21.02838958,"psac5","female",3,"Nov",11,24,2003-11-24,1,25.11,119.41,3109
7.177276186,"psac5","male",3,"Nov",11,24,2003-11-24,1,5.66,78.86,3110
14.1319409,"mono","male",3,"Nov",11,30,2003-11-30,6,83.63,591.78,1901
6.28924344,"mono","female",3,"Nov",11,30,2003-11-30,6,24.44,388.6,1902
20.4488399,"mono","male",3,"Nov",11,30,2003-11-30,6,107.52,525.8,1903
13.7779324,"mono","male",3,"Nov",11,30,2003-11-30,6,79.23,575.05,1904
13.1078521,"mono","male",3,"Nov",11,30,2003-11-30,6,74.72,570.04,1905
9.46956488,"mono","female",3,"Nov",11,30,2003-11-30,6,48.88,516.18,1906
20.7404525,"mono","female",3,"Nov",11,30,2003-11-30,6,149.24,719.56,1907
14.2295555,"mono","female",3,"Nov",11,30,2003-11-30,6,78.91,554.55,1908
13.7066449,"mono","female",3,"Nov",11,30,2003-11-30,6,100.97,736.65,1909
4.70460157,"mono","male",3,"Nov",11,30,2003-11-30,6,24.2,514.39,1910
7.281527,"mono","female",3,"Dec",12,2,2003-12-02,9,40.17,551.67,2401
7.12108917,"mono","female",3,"Dec",12,2,2003-12-02,9,39.49,554.55,2402
13.1579715,"mono","male",3,"Dec",12,2,2003-12-02,9,90.24,685.82,2404
19.6576733,"mono","female",3,"Dec",12,2,2003-12-02,9,101.64,517.05,2405
6.53433165,"mono","female",3,"Dec",12,2,2003-12-02,9,56.29,861.45,2406
4.25156861,"mono","female",3,"Dec",12,2,2003-12-02,9,34.49,811.23,2407
8.71198289,"mono","male",3,"Dec",12,2,2003-12-02,9,66.8,766.76,2408
7.99422922,"mono","female",3,"Dec",12,2,2003-12-02,9,56.52,707.01,2409
17.3796509,"mono","male",3,"Dec",12,2,2003-12-02,9,131.63,757.38,2411
21.4407374,"mono","male",3,"Dec",12,2,2003-12-02,9,128.4,598.86,2412
9.81437058,"mono","male",3,"Dec",12,2,2003-12-02,9,60.96,621.13,2413
15.6097883,"mono","female",3,"Dec",12,2,2003-12-02,9,118.33,758.05,2415
5.676815847,"psac5","female",3,"Dec",12,2,2003-12-02,9,6.19,109.04,3301
13.85218193,"psac5","male",3,"Dec",12,2,2003-12-02,9,18.03,130.16,3302
9.0207463,"psac5","female",3,"Dec",12,2,2003-12-02,9,12.74,141.23,3303
9.892885135,"psac5","male",3,"Dec",12,2,2003-12-02,9,11.36,114.83,3304
15.32475132,"psac5","female",3,"Dec",12,2,2003-12-02,9,26.19,170.9,3305
14.57334612,"psac5","male",3,"Dec",12,2,2003-12-02,9,13.68,93.87,3306
12.17052051,"psac5","female",3,"Dec",12,2,2003-12-02,9,12.79,105.09,3307
20.77653149,"psac5","male",3,"Dec",12,2,2003-12-02,9,12.04,57.95,3308
5.577029266,"psac5","female",3,"Dec",12,2,2003-12-02,9,4.04,72.44,3309
4.20435511,"mono","female",3,"Dec",12,9,2003-12-09,16,25.1,597,2001
5.52072774,"mono","female",3,"Dec",12,9,2003-12-09,16,41.39,749.72,2002
9.74113945,"mono","male",3,"Dec",12,9,2003-12-09,16,66.87,686.47,2003
10.9738471,"mono","male",3,"Dec",12,9,2003-12-09,16,97.18,885.56,2004
9.01101606,"mono","male",3,"Dec",12,9,2003-12-09,16,73.21,812.45,2005
7.52039852,"mono","male",3,"Dec",12,9,2003-12-09,16,43.78,582.15,2006
7.33685894,"mono","male",3,"Dec",12,9,2003-12-09,16,44.95,612.66,2007
6.33472122,"mono","female",3,"Dec",12,9,2003-12-09,16,40.47,638.86,2008
7.84261984,"mono","female",3,"Dec",12,9,2003-12-09,16,59.44,757.91,2010
6.01304625,"mono","female",3,"Dec",12,9,2003-12-09,16,36.78,611.67,2013
11.71680399,"psac5","female",3,"Dec",12,9,2003-12-09,16,12.23,104.38,3401
4.979633401,"psac5","male",3,"Dec",12,9,2003-12-09,16,4.89,98.2,3402
3.803950256,"psac5","female",3,"Dec",12,9,2003-12-09,16,4.16,109.36,3403
4.337449414,"psac5","male",3,"Dec",12,9,2003-12-09,16,4.18,96.37,3404
4.847058824,"psac5","female",3,"Dec",12,9,2003-12-09,16,6.18,127.5,3405
3.193832599,"psac5","male",3,"Dec",12,9,2003-12-09,16,3.48,108.96,3406
1.865640425,"psac5","female",3,"Dec",12,9,2003-12-09,16,2.23,119.53,3407
9.006131834,"psac5","male",3,"Dec",12,9,2003-12-09,16,7.05,78.28,3408
2.36196319,"psac5","female",3,"Dec",12,9,2003-12-09,16,2.31,97.8,3409
11.16724275,"psac5","male",3,"Dec",12,9,2003-12-09,16,8.4,75.22,3410
12.4644528,"mono","male",3,"Dec",12,17,2003-12-17,24,108.7,872.08,2501
23.8955176,"mono","male",3,"Dec",12,17,2003-12-17,24,148.2,620.2,2502
14.1496516,"mono","female",3,"Dec",12,17,2003-12-17,24,70.27,496.62,2503
15.9561823,"mono","male",3,"Dec",12,17,2003-12-17,24,99.34,622.58,2504
15.5074571,"mono","female",3,"Dec",12,17,2003-12-17,24,66.13,426.44,2505
13.2769943,"mono","female",3,"Dec",12,17,2003-12-17,24,104.32,785.72,2506
20.5872773,"mono","female",3,"Dec",12,17,2003-12-17,24,126.41,614.02,2507
15.1960065,"mono","male",3,"Dec",12,17,2003-12-17,24,82.8,544.88,2508
14.7081215,"mono","female",3,"Dec",12,17,2003-12-17,24,59.89,407.19,2509
19.5779553,"mono","male",3,"Dec",12,17,2003-12-17,24,95.56,488.1,2512
21.47061262,"psac5","female",3,"Dec",12,17,2003-12-17,24,25.9,120.63,3601
9.763387298,"psac5","male",3,"Dec",12,17,2003-12-17,24,11.76,120.45,3602
23.36938709,"psac5","female",3,"Dec",12,17,2003-12-17,24,28.52,122.04,3603
27.81481829,"psac5","male",3,"Dec",12,17,2003-12-17,24,29.62,106.49,3604
26.84001382,"psac5","female",3,"Dec",12,17,2003-12-17,24,31.07,115.76,3605
14.28090039,"psac5","male",3,"Dec",12,17,2003-12-17,24,21.19,148.38,3606
13.4790081,"psac5","female",3,"Dec",12,17,2003-12-17,24,10.98,81.46,3607
31.85715964,"psac5","male",3,"Dec",12,17,2003-12-17,24,27.12,85.13,3608
17.17401726,"psac5","female",3,"Dec",12,17,2003-12-17,24,14.33,83.44,3609
20.52302445,"psac5","male",3,"Dec",12,17,2003-12-17,24,18.05,87.95,3610
16.0287919,"mono","male",4,"Jan",1,8,2004-01-08,17,141.85,884.97,2601
26.3742527,"mono","male",4,"Jan",1,8,2004-01-08,17,189.71,719.3,2602
9.21085763,"mono","female",4,"Jan",1,8,2004-01-08,17,91.45,992.85,2603
13.8078204,"mono","female",4,"Jan",1,8,2004-01-08,17,111.94,810.7,2604
25.6340341,"mono","female",4,"Jan",1,8,2004-01-08,17,174.86,682.14,2605
10.9763153,"mono","female",4,"Jan",1,8,2004-01-08,17,58.81,535.79,2606
17.0780807,"mono","male",4,"Jan",1,8,2004-01-08,17,123.01,720.28,2607
13.6606799,"mono","male",4,"Jan",1,8,2004-01-08,17,95.76,700.99,2608
13.3454677,"mono","female",4,"Jan",1,8,2004-01-08,17,114.38,857.07,2609
19.9079663,"mono","female",4,"Jan",1,8,2004-01-08,17,113.78,571.53,2610
3.504753178,"psac5","female",4,"Jan",1,8,2004-01-08,17,3.06,87.31,3701
3.989501312,"psac5","male",4,"Jan",1,8,2004-01-08,17,4.56,114.3,3702
3.586668204,"psac5","female",4,"Jan",1,8,2004-01-08,17,3.11,86.71,3703
4.928436403,"psac5","male",4,"Jan",1,8,2004-01-08,17,7.3,148.12,3704
4.918032787,"psac5","female",4,"Jan",1,8,2004-01-08,17,6.45,131.15,3705
5.692625775,"psac5","female",4,"Jan",1,8,2004-01-08,17,4.13,72.55,3706
2.98818624,"psac5","female",4,"Jan",1,8,2004-01-08,17,5.16,172.68,3707
7.562593183,"psac5","female",4,"Jan",1,8,2004-01-08,17,14.71,194.51,3708
1.729490022,"psac5","female",4,"Jan",1,8,2004-01-08,17,1.17,67.65,3709
7.817187224,"psac5","female",4,"Jan",1,8,2004-01-08,17,8.86,113.34,3710
19.1317109,"mono","male",4,"Jan",1,16,2004-01-16,25,116.03,606.48,2701
19.4656439,"mono","male",4,"Jan",1,16,2004-01-16,25,150.74,774.39,2702
21.4889422,"mono","male",4,"Jan",1,16,2004-01-16,25,201.62,938.25,2703
13.1530799,"mono","male",4,"Jan",1,16,2004-01-16,25,77.64,590.28,2704
15.5090082,"mono","male",4,"Jan",1,16,2004-01-16,25,81.52,525.63,2705
41.6444958,"mono","female",4,"Jan",1,16,2004-01-16,25,165.92,398.42,2706
8.01162125,"mono","female",4,"Jan",1,16,2004-01-16,25,54.6,681.51,2707
20.4583616,"mono","male",4,"Jan",1,16,2004-01-16,25,114.53,559.82,2708
29.035488,"mono","female",4,"Jan",1,16,2004-01-16,25,202.99,699.11,2713
24.4132469,"mono","female",4,"Jan",1,16,2004-01-16,25,135.64,555.6,2714
9.241265247,"psac5","female",4,"Jan",1,16,2004-01-16,25,4.47,48.37,3801
11.08757062,"psac5","male",4,"Jan",1,16,2004-01-16,25,6.28,56.64,3802
20.50390964,"psac5","female",4,"Jan",1,16,2004-01-16,25,14.16,69.06,3803
10.62343246,"psac5","male",4,"Jan",1,16,2004-01-16,25,5.93,55.82,3804
15.88385995,"psac5","female",4,"Jan",1,16,2004-01-16,25,11.16,70.26,3805
13.94080997,"psac5","male",4,"Jan",1,16,2004-01-16,25,16.11,115.56,3806
8.951563458,"psac5","female",4,"Jan",1,16,2004-01-16,25,8.76,97.86,3807
13.69485294,"psac5","female",4,"Jan",1,16,2004-01-16,25,17.88,130.56,3808
15.52625597,"psac5","female",4,"Jan",1,16,2004-01-16,25,13.66,87.98,3809
20.43390515,"psac5","male",4,"Jan",1,16,2004-01-16,25,12.15,59.46,3810
13.9050094,"mono","male",4,"Jan",1,30,2004-01-30,9,78.11,561.74,2801
11.7449617,"mono","female",4,"Jan",1,30,2004-01-30,9,83.63,712.05,2802
10.0868937,"mono","male",4,"Jan",1,30,2004-01-30,9,53.05,525.93,2803
24.9174917,"mono","male",4,"Jan",1,30,2004-01-30,9,152.51,612.06,2804
32.5790307,"mono","male",4,"Jan",1,30,2004-01-30,9,180.97,555.48,2805
11.0740952,"mono","male",4,"Jan",1,30,2004-01-30,9,75.79,684.39,2806
4.85641075,"mono","female",4,"Jan",1,30,2004-01-30,9,20.09,413.68,2809
9.70129291,"mono","female",4,"Jan",1,30,2004-01-30,9,32.64,336.45,2815
4.089989889,"psac5","female",4,"Jan",1,30,2004-01-30,9,8.09,197.8,3901
4.412114014,"psac5","male",4,"Jan",1,30,2004-01-30,9,7.43,168.4,3902
4.257475925,"psac5","female",4,"Jan",1,30,2004-01-30,9,6.72,157.84,3903
8.071045023,"psac5","male",4,"Jan",1,30,2004-01-30,9,9.77,121.05,3904
4.185074627,"psac5","female",4,"Jan",1,30,2004-01-30,9,7.01,167.5,3905
11.98841552,"psac5","male",4,"Jan",1,30,2004-01-30,9,15.73,131.21,3906
4.102438627,"psac5","female",4,"Jan",1,30,2004-01-30,9,5.03,122.61,3907
14.47448176,"psac5","male",4,"Jan",1,30,2004-01-30,9,11.94,82.49,3908
12.18118467,"psac5","female",4,"Jan",1,30,2004-01-30,9,17.48,143.5,3909
3.58020358,"psac5","male",4,"Jan",1,30,2004-01-30,9,3.06,85.47,3910
17.7955606,"mono","female",4,"Feb",2,6,2004-02-06,16,112.08,629.82,2901
13.1989051,"mono","female",4,"Feb",2,6,2004-02-06,16,95.96,727.03,2902
20.3691317,"mono","female",4,"Feb",2,6,2004-02-06,16,164.44,807.3,2904
10.2414376,"mono","female",4,"Feb",2,6,2004-02-06,16,61.21,597.67,2905
29.5457632,"mono","male",4,"Feb",2,6,2004-02-06,16,152.27,515.37,2906
19.9563832,"mono","male",4,"Feb",2,6,2004-02-06,16,118.96,596.1,2907
22.5504996,"mono","male",4,"Feb",2,6,2004-02-06,16,156.85,695.55,2908
21.8152985,"mono","female",4,"Feb",2,6,2004-02-06,16,116.93,536,2909
26.3656633,"mono","male",4,"Feb",2,6,2004-02-06,16,141.9,538.2,2910
24.572997,"mono","male",4,"Feb",2,6,2004-02-06,16,140.56,572.01,2915
1.629502573,"psac5","female",4,"Feb",2,6,2004-02-06,16,1.71,104.94,4001
2.236951118,"psac5","male",4,"Feb",2,6,2004-02-06,16,1.35,60.35,4002
1.563647812,"psac5","female",4,"Feb",2,6,2004-02-06,16,1.49,95.29,4003
3.621438918,"psac5","male",4,"Feb",2,6,2004-02-06,16,4.5,124.26,4004
1.363813482,"psac5","female",4,"Feb",2,6,2004-02-06,16,1.05,76.99,4005
2.206287921,"psac5","male",4,"Feb",2,6,2004-02-06,16,1.2,54.39,4006
1.407887369,"psac5","female",4,"Feb",2,6,2004-02-06,16,1.76,125.01,4007
5.250980787,"psac5","male",4,"Feb",2,6,2004-02-06,16,5.22,99.41,4008
3.886489821,"psac5","female",4,"Feb",2,6,2004-02-06,16,5.67,145.89,4009
5.610444601,"psac5","male",4,"Feb",2,6,2004-02-06,16,7.95,141.7,4010
13.2312086,"mono","male",4,"Feb",2,13,2004-02-13,23,85.25,644.31,3001
8.05121396,"mono","female",4,"Feb",2,13,2004-02-13,23,66.09,820.87,3002
11.6581341,"mono","female",4,"Feb",2,13,2004-02-13,23,46.91,402.38,3003
23.5701716,"mono","male",4,"Feb",2,13,2004-02-13,23,85.72,363.68,3004
9.44406471,"mono","female",4,"Feb",2,13,2004-02-13,23,41.45,438.9,3005
29.4229595,"mono","female",4,"Feb",2,13,2004-02-13,23,81.94,278.49,3006
25.2559121,"mono","male",4,"Feb",2,13,2004-02-13,23,113.74,450.35,3007
18.3403684,"mono","female",4,"Feb",2,13,2004-02-13,23,112.1,611.22,3008
20.3719055,"mono","male",4,"Feb",2,13,2004-02-13,23,90.93,446.35,3009
15.0342913,"mono","male",4,"Feb",2,13,2004-02-13,23,92.07,612.4,3910
9.513274336,"psac5","female",4,"Feb",2,13,2004-02-13,23,8.17,85.88,4101
12.59499616,"psac5","female",4,"Feb",2,13,2004-02-13,23,14.75,117.11,4102
4.810644831,"psac5","female",4,"Feb",2,13,2004-02-13,23,2.35,48.85,4103
8.541853452,"psac5","female",4,"Feb",2,13,2004-02-13,23,10.48,122.69,4104
7.037141647,"psac5","female",4,"Feb",2,13,2004-02-13,23,4.983,70.81,4105
4.514533086,"psac5","female",4,"Feb",2,13,2004-02-13,23,4.38,97.02,4106
11.37391754,"psac5","female",4,"Feb",2,13,2004-02-13,23,8.8,77.37,4107
11.28895664,"psac5","female",4,"Feb",2,13,2004-02-13,23,13.33,118.08,4108
3.237448254,"psac5","female",4,"Feb",2,13,2004-02-13,23,6.1,188.42,4109
11.78066124,"psac5","female",4,"Feb",2,13,2004-02-13,23,16.07,136.41,4110
14.53989689,"psac5","male",4,"Feb",2,13,2004-02-13,23,31.87,219.19,4111
15.97918989,"psac5","male",4,"Feb",2,13,2004-02-13,23,8.6,53.82,4112
33.7564733,"mono","male",4,"Feb",2,20,2004-02-20,1,234.01,693.23,3101
26.0112343,"mono","male",4,"Feb",2,20,2004-02-20,1,179.67,690.74,3102
32.3570547,"mono","female",4,"Feb",2,20,2004-02-20,1,157.32,486.2,3103
11.8559085,"mono","female",4,"Feb",2,20,2004-02-20,1,64.08,540.49,3104
21.1564239,"mono","female",4,"Feb",2,20,2004-02-20,1,104.17,492.38,3105
23.9772977,"mono","female",4,"Feb",2,20,2004-02-20,1,119.98,500.39,3106
9.60055163,"mono","female",4,"Feb",2,20,2004-02-20,1,59.87,623.61,3107
43.8308506,"mono","female",4,"Feb",2,20,2004-02-20,1,178.9,408.16,3108
39.2517319,"mono","female",4,"Feb",2,20,2004-02-20,1,188.11,479.24,3109
3.905439967,"psac5","female",4,"Feb",2,20,2004-02-20,1,5.65,144.67,4401
7.041609511,"psac5","male",4,"Feb",2,20,2004-02-20,1,1.54,21.87,4402
4.756930494,"psac5","female",4,"Feb",2,20,2004-02-20,1,5.92,124.45,4403
4.050499737,"psac5","male",4,"Feb",2,20,2004-02-20,1,0.77,19.01,4404
4.103896104,"psac5","female",4,"Feb",2,20,2004-02-20,1,7.9,192.5,4405
4.620376379,"psac5","female",4,"Feb",2,20,2004-02-20,1,7.12,154.1,4406
4.764360776,"psac5","female",4,"Feb",2,20,2004-02-20,1,7.39,155.11,4407
22.0006278,"mono","male",4,"Feb",2,27,2004-02-27,8,105.13,477.85,3511
14.1865062,"mono","female",4,"Feb",2,27,2004-02-27,8,82.53,581.75,3512
23.845922,"mono","male",4,"Feb",2,27,2004-02-27,8,87.04,365.01,3513
24.2402947,"mono","male",4,"Feb",2,27,2004-02-27,8,113.83,469.59,3514
15.6669954,"mono","female",4,"Feb",2,27,2004-02-27,8,50.83,324.44,3515
28.6140904,"mono","female",4,"Feb",2,27,2004-02-27,8,68.03,237.75,3516
20.1136692,"mono","female",4,"Feb",2,27,2004-02-27,8,20.88,103.81,3517
27.4331551,"mono","male",4,"Feb",2,27,2004-02-27,8,107.73,392.7,3912
20.1042245,"mono","male",4,"Feb",2,27,2004-02-27,8,83.33,414.49,3913
22.1795466,"mono","female",4,"Feb",2,27,2004-02-27,8,100.48,453.03,3914
5.689311455,"psac5","male",4,"Feb",2,27,2004-02-27,8,3.71,65.21,4301
3.6375,"psac5","female",4,"Feb",2,27,2004-02-27,8,2.91,80,4302
4.736781741,"psac5","female",4,"Feb",2,27,2004-02-27,8,4.13,87.19,4303
9.261506862,"psac5","female",4,"Feb",2,27,2004-02-27,8,9.92,107.11,4304
9.237758708,"psac5","male",4,"Feb",2,27,2004-02-27,8,7.32,79.24,4305
8.746069182,"psac5","female",4,"Feb",2,27,2004-02-27,8,8.9,101.76,4306
12.64731245,"psac5","male",4,"Feb",2,27,2004-02-27,8,17.6,139.16,4307
8.947635994,"psac5","male",4,"Feb",2,27,2004-02-27,8,3.52,39.34,4308
6.577504933,"psac5","male",4,"Feb",2,27,2004-02-27,8,12,182.44,4309
7.347020934,"psac5","male",4,"Feb",2,27,2004-02-27,8,3.65,49.68,4310
26.9966881,"mono","male",4,"Mar",3,9,2004-03-09,19,184.22,682.38,3201
6.92483785,"mono","female",4,"Mar",3,9,2004-03-09,19,32.67,471.78,3202
12.1219006,"mono","male",4,"Mar",3,9,2004-03-09,19,74.7,616.24,3203
6.38419044,"mono","female",4,"Mar",3,9,2004-03-09,19,33.63,526.77,3204
24.7173576,"mono","male",4,"Mar",3,9,2004-03-09,19,156.1,631.54,3205
8.10085736,"mono","female",4,"Mar",3,9,2004-03-09,19,43.18,533.03,3206
6.19500741,"mono","female",4,"Mar",3,9,2004-03-09,19,50.13,809.2,3207
13.7426125,"mono","male",4,"Mar",3,9,2004-03-09,19,56.97,414.55,3208
11.7090863,"mono","female",4,"Mar",3,9,2004-03-09,19,55.85,476.98,3209
17.4447786,"mono","male",4,"Mar",3,9,2004-03-09,19,91.06,521.99,3210
1.887917329,"psac5","female",4,"Mar",3,9,2004-03-09,19,2.85,150.96,4501
3.01308074,"psac5","male",4,"Mar",3,9,2004-03-09,19,3.34,110.85,4502
2.598290598,"psac5","female",4,"Mar",3,9,2004-03-09,19,3.04,117,4503
6.383147854,"psac5","male",4,"Mar",3,9,2004-03-09,19,8.03,125.8,4504
2.789231142,"psac5","female",4,"Mar",3,9,2004-03-09,19,3.45,123.69,4505
3.792784459,"psac5","male",4,"Mar",3,9,2004-03-09,19,4.1,108.1,4506
3.850253131,"psac5","female",4,"Mar",3,9,2004-03-09,19,2.89,75.06,4507
10.46848587,"psac5","male",4,"Mar",3,9,2004-03-09,19,8.67,82.82,4508
3.493882949,"psac5","female",4,"Mar",3,9,2004-03-09,19,3.17,90.73,4509
9.221813725,"psac5","male",4,"Mar",3,9,2004-03-09,19,6.02,65.28,4510
